,unique-id,social-graph,home-timeline,media,compose-post,user,text,url-shorten,user-mention,user-timeline,nginx,post-storage,service-user-cpu_util,service-user-mem_util,service-user-netio_read,service-user-netio_write,service-user-blkio_read,service-user-blkio_write,service-post-storage-cpu_util,service-post-storage-mem_util,service-post-storage-netio_read,service-post-storage-netio_write,service-post-storage-blkio_read,service-post-storage-blkio_write,service-nginx-cpu_util,service-nginx-mem_util,service-nginx-netio_read,service-nginx-netio_write,service-nginx-blkio_read,service-nginx-blkio_write,service-media-cpu_util,service-media-mem_util,service-media-netio_read,service-media-netio_write,service-media-blkio_read,service-media-blkio_write,service-compose-post-cpu_util,service-compose-post-mem_util,service-compose-post-netio_read,service-compose-post-netio_write,service-compose-post-blkio_read,service-compose-post-blkio_write,service-unique-id-cpu_util,service-unique-id-mem_util,service-unique-id-netio_read,service-unique-id-netio_write,service-unique-id-blkio_read,service-unique-id-blkio_write,service-url-shorten-cpu_util,service-url-shorten-mem_util,service-url-shorten-netio_read,service-url-shorten-netio_write,service-url-shorten-blkio_read,service-url-shorten-blkio_write,service-user-timeline-cpu_util,service-user-timeline-mem_util,service-user-timeline-netio_read,service-user-timeline-netio_write,service-user-timeline-blkio_read,service-user-timeline-blkio_write,service-home-timeline-cpu_util,service-home-timeline-mem_util,service-home-timeline-netio_read,service-home-timeline-netio_write,service-home-timeline-blkio_read,service-home-timeline-blkio_write,service-text-cpu_util,service-text-mem_util,service-text-netio_read,service-text-netio_write,service-text-blkio_read,service-text-blkio_write,service-user-mention-cpu_util,service-user-mention-mem_util,service-user-mention-netio_read,service-user-mention-netio_write,service-user-mention-blkio_read,service-user-mention-blkio_write,service-social-graph-cpu_util,service-social-graph-mem_util,service-social-graph-netio_read,service-social-graph-netio_write,service-social-graph-blkio_read,service-social-graph-blkio_write
10,23,1776,2374,10,10055,9,3611,1171,1703,1765,13702,987,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
11,21,1356,1951,11,9514,10,3816,1288,1794,1628,13573,877,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
12,28,1557,2281,13,10166,13,4117,1379,1919,1722,14710,949,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
13,21,1992,2776,11,11968,10,4573,1480,2031,1615,16773,1146,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
14,20,1650,2338,12,11816,10,4574,1551,1931,2045,15570,1031,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
15,20,1549,2220,12,10444,10,4450,1828,2002,1914,14361,1022,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
16,21,1434,3387,11,11408,11,4254,1556,1866,1825,15583,884,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
17,20,2254,2897,12,10680,10,3971,1415,1779,1776,15139,1027,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
18,25,1463,2104,13,10680,12,4156,1436,1865,1880,15001,1139,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
19,18,1788,3661,11,11848,10,4575,1728,2016,1959,16640,1172,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
20,18,1592,2387,9,10599,10,4024,1388,1830,1615,14742,991,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
21,20,1619,2234,11,10194,11,4225,1541,1842,1729,14476,1107,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
22,39,1606,2227,28,10310,10,3908,1304,1775,2145,13627,1010,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
23,19,1608,3229,12,10374,10,3879,1500,1713,1432,15150,993,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
24,20,1623,2249,12,10449,10,4475,1648,2057,1923,14822,983,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
25,16,1610,2182,11,9244,11,3591,1213,1691,1763,12769,994,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
26,20,1616,2186,11,9859,10,4004,1418,1803,1920,13328,1102,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
27,21,1310,1852,11,9393,11,3916,1204,1874,1680,12662,975,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
28,31,1546,3008,19,11662,18,4327,1517,1871,1635,16905,1068,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
29,20,1653,2243,14,9429,10,3774,1555,1525,1612,13673,988,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
30,21,1635,2372,12,10863,10,4741,1406,2090,2413,15958,1071,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
